"","STATE","REG_START","REG_END","REG_REINST","ELITE_NAME","ELITE_BIRTHDATE","ELITE_DEATHDATE","ELITE_FEMALE","ELITE_REENTER","ELITE_REEXIT","ELITE_EXITTYPE","ELITE_EXITFATE","ELITE_EXITLEADER","ELITE_OCCUPATION","ELITE_RETENURE","REG_PARTY"
"227","Germany","1933-01-30","1945-05-23","Cabinet","Keitel, Wilhelm","9/22/1882","1946-10-16",0,"1938-02-05","1945-05-08","Demotion","No Punishment","Donitz","Soldier",7.25753424657534,"National Socialist German Workers Party (NSDAP)"
"228","Germany","1933-01-30","1945-05-23","Cabinet","Kerrl, Hanns","12/11/1887","1941-12-15",0,"1934-04-16","1941-12-15","Death- natural",NA,"Hitler","Civil servant",7.67123287671233,"National Socialist German Workers Party (NSDAP)"
"229","Germany","1933-01-30","1945-05-23","Cabinet","Lammers, Hans","5/27/1879","1962-01-04",0,"1937-12-01","1945-04-30","Expulsion","No Punishment","Goebbels","Civil servant",7.41643835616438,"National Socialist German Workers Party (NSDAP)"
"230","Germany","1933-01-30","1945-05-23","Cabinet","Ley, Robert","2/15/1890","1945-10-25",0,"1945-04-30","1945-05-23","Regime Change",NA,NA,"Private-sector chemist",0.063013698630137,"National Socialist German Workers Party (NSDAP)"
"231","Germany","1933-01-30","1945-05-23","Cabinet","Meissner, Otto","3/13/1880","1953-05-27",0,"1937-12-01","1945-04-30","Demotion","No Punishment","Goebbels","Civil servant",7.41643835616438,"National Socialist German Workers Party (NSDAP)"
"232","Germany","1933-01-30","1945-05-23","Cabinet","Muhs, Hermann","5/16/1894","1962-04-13",0,"1941-12-15","1945-04-30","Demotion","No Punishment","Goebbels","Jurist",3.37534246575342,"National Socialist German Workers Party (NSDAP)"
"233","Germany","1933-01-30","1945-05-23","Cabinet","Naumann, Werner","3455","1982-10-25",0,"1945-04-30","1945-05-02","Demotion","No Punishment","Donitz","Party funtionary",0.00547945205479452,"National Socialist German Workers Party (NSDAP)"
"234","Germany","1933-01-30","1945-05-23","Cabinet","Neurath, Constantin Freiherr von","2/2/1873","1956-08-14",0,"1933-01-30","1938-02-04","Demotion","No Punishment","Hitler","Diplomat",5.01643835616438,"National Socialist German Workers Party (NSDAP)"
"235","Germany","1933-01-30","1945-05-23","Cabinet","Ohnesorge, Wilhelm","6/8/1872","1962-02-01",0,"1937-02-02","1945-04-30","Demotion","No Punishment","Goebbels","Postal official",8.24383561643836,"National Socialist German Workers Party (NSDAP)"
"236","Germany","1933-01-30","1945-05-23","Cabinet","Papen, Franz von","10/29/1879","1969-05-02",0,"1933-01-30","1934-08-07","Resignation","No Punishment","Hitler","Soldier",1.51780821917808,"National Socialist German Workers Party (NSDAP)"
"237","Germany","1933-01-30","1945-05-23","Cabinet","Ribbentrop, Joachim von","4/30/1893","1946-10-16",0,"1938-02-04","1945-04-30","Demotion","No Punishment","Goebbels","Businessperson",7.23835616438356,"National Socialist German Workers Party (NSDAP)"
"238","Germany","1933-01-30","1945-05-23","Cabinet","Röhm, Ernst","11/28/1887","1934-07-01",0,"1933-12-01","1934-07-01","Expulsion","Execution","Hitler","Party funtionary",0.580821917808219,"National Socialist German Workers Party (NSDAP)"
"239","Germany","1933-01-30","1945-05-23","Cabinet","Rosenberg, Alfred","1/12/1893","1946-10-16",0,"1941-11-17","1945-04-30","Demotion","No Punishment","Goebbels","Newspaper editor",3.45205479452055,"National Socialist German Workers Party (NSDAP)"
"240","Germany","1933-01-30","1945-05-23","Cabinet","Rust, Bernhard","9/30/1883","1945-05-08",0,"1934-05-01","1945-05-08","Death - suicide",NA,"Donitz","Teacher",11.027397260274,"National Socialist German Workers Party (NSDAP)"
"241","Germany","1933-01-30","1945-05-23","Cabinet","Saur, Karl","778","1966-07-28",0,"1945-04-30","1945-05-23","Regime Change",NA,NA,"Businessperson",0.063013698630137,"National Socialist German Workers Party (NSDAP)"
"242","Germany","1933-01-30","1945-05-23","Cabinet","Schacht, Hjalmar","1/22/1877","1970-06-03",0,"1934-08-03","1943-01-22","Expulsion","Incarceration","Hitler","Banker",8.47671232876712,"National Socialist German Workers Party (NSDAP)"
"243","Germany","1933-01-30","1945-05-23","Cabinet","Scheel, Gustav Adolf","2883","1979-03-25",0,"1945-04-30","1945-05-02","Demotion","No Punishment","Donitz","Party funtionary",0.00547945205479452,"National Socialist German Workers Party (NSDAP)"
"244","Germany","1933-01-30","1945-05-23","Cabinet","Schlegelberger, Franz","10/23/1876","1970-12-14",0,"1941-01-29","1942-08-24","Resignation","No Punishment","Hitler","Judge",1.56712328767123,"National Socialist German Workers Party (NSDAP)"
"245","Germany","1933-01-30","1945-05-23","Cabinet","Schmitt, Kurt","10/7/1886","1950-11-02",0,"1933-06-29","1934-08-03","Demotion","No Punishment","Hitler","Insurance economist",1.0958904109589,"National Socialist German Workers Party (NSDAP)"
"246","Germany","1933-01-30","1945-05-23","Cabinet","Schörner, Ferdinand","6/12/1892","1945-07-08",0,"1945-04-30","1945-05-08","Demotion","No Punishment","Donitz","Soldier",0.0219178082191781,"National Socialist German Workers Party (NSDAP)"
"247","Germany","1933-01-30","1945-05-23","Cabinet","Schwerin von Krosigk, Lutz Graf","8/22/1887","1977-03-04",0,"1932-06-01","1945-05-23","Regime Change",NA,NA,"Civil servant",12.9835616438356,"National Socialist German Workers Party (NSDAP)"
"248","Germany","1933-01-30","1945-05-23","Cabinet","Seldte, Franz","6/29/1882","1947-04-01",0,"1933-01-30","1945-04-30","Demotion","No Punishment","Hitler","Businessperson",12.635593220339,"National Socialist German Workers Party (NSDAP)"
"249","Germany","1933-01-30","1945-05-23","Cabinet","Seldte, Franz","6/29/1882","1947-04-01",0,"1945-05-02","1945-05-23","Regime Change",NA,NA,"Businessperson",0.0593220338983051,"National Socialist German Workers Party (NSDAP)"
"250","Germany","1933-01-30","1945-05-23","Cabinet","Seyss-Inquart, Arthur","7/22/1892","1946-10-16",0,"1939-05-01","1945-05-02","Demotion","No Punishment","Donitz","Jurist",6.00821917808219,"National Socialist German Workers Party (NSDAP)"
"251","Germany","1933-01-30","1945-05-23","Cabinet","Speer, Albert","1905","1981-09-01",0,"1942-02-08","1945-05-23","Regime Change",NA,NA,"Party funtionary",3.28767123287671,"National Socialist German Workers Party (NSDAP)"
"252","Germany","1933-01-30","1945-05-23","Cabinet","Stuckart, Wilhelm","1051","1953-11-15",0,"1945-05-02","1945-05-23","Regime Change",NA,NA,"Jurist",0.0575342465753425,"National Socialist German Workers Party (NSDAP)"
"253","Germany","1933-01-30","1945-05-23","Cabinet","Thierack, Otto Georg","4/19/1889","1946-10-26",0,"1942-08-24","1945-05-23","Regime Change",NA,NA,"Public prosecutor",2.74794520547945,"National Socialist German Workers Party (NSDAP)"
"254","Germany","1933-01-30","1945-05-23","Cabinet","Todt, Fritz","9/4/1891","1942-02-08",0,"1940-03-17","1942-02-08","Death - accidental",NA,"Hitler","Civil engineer",1.8986301369863,"National Socialist German Workers Party (NSDAP)"
"255","Grenada","1979-03-13","1983-10-25","Political Bureau","Austin, Hudson","1938-04-26",NA,0,"1979-03-13","1983-10-25","Regime Change",NA,"Austin","Soldier",4.62191780821918,"New Jewel Movement (NJM)"
"256","Grenada","1979-03-13","1983-10-25","Political Bureau","Bishop, Maurice","1944-05-29","1983-10-19",0,"1979-03-13","1983-10-13","Expulsion","Execution","Bishop","Lawyer",4.58904109589041,"New Jewel Movement (NJM)"
"257","Grenada","1979-03-13","1983-10-25","Political Bureau","Coard, Winston Bernard","1945-08-10",NA,0,"1979-03-13","1982-10-15","Resignation","OK","Bishop","Teacher",3.59452054794521,"New Jewel Movement (NJM)"
"258","Grenada","1979-03-13","1983-10-25","Political Bureau","Layne, Ewart Joseph ""Headache""","1958-05-07",NA,0,"1982-10-15","1983-10-25","Regime Change",NA,"Austin","Teacher",1.02739726027397,"New Jewel Movement (NJM)"
"259","Grenada","1979-03-13","1983-10-25","Political Bureau","Louison, George Edward Bhadaise","1951-11-29","2003-05-13",0,"1983-08-31","1983-10-17","Expulsion","Incarceration","Austin","Teacher",0.128767123287671,"New Jewel Movement (NJM)"
"260","Grenada","1979-03-13","1983-10-25","Political Bureau","Radix, Kenrick ""Dix""","1941-11-25",NA,0,"1979-03-13","1982-10-15","Resignation","OK","Bishop","Lawyer",3.59452054794521,"New Jewel Movement (NJM)"
"261","Grenada","1979-03-13","1983-10-25","Political Bureau","Strachan, Selwyn ""Sello""","1947-09-23",NA,0,"1982-10-15","1983-10-25","Regime Change",NA,"Austin","Business clerk",1.02739726027397,"New Jewel Movement (NJM)"
"262","Grenada","1979-03-13","1983-10-25","Political Bureau","Ventour, John ""Chalkie""",NA,NA,0,"1982-10-15","1983-10-25","Regime Change",NA,"Austin","Trade unionist",1.02739726027397,"New Jewel Movement (NJM)"
"263","Grenada","1979-03-13","1983-10-25","Political Bureau","Whiteman, H.E. Unison ""Uni""","1939-09-23","1983-10-19",0,"1979-03-13","1983-10-17","Resignation","No Punishment","Austin","Teacher",4.6,"New Jewel Movement (NJM)"
"264","Hungary","1947-02-25","1990-04-08","Politburo","Ács, Lajos","8270","1968-09-18",0,"1953-02-26","1956-10-24","Demotion","No Punishment","Nagy","Party functionary",3.66027397260274,"MKP/MSzMP"
"265","Hungary","1947-02-25","1990-04-08","Politburo","Aczél, György","6453","1991-12-06",0,"1970-11-28","1988-05-22","Demotion","No Punishment","Grosz","Actor",17.4931506849315,"MKP/MSzMP"
"266","Hungary","1947-02-25","1990-04-08","Politburo","Ajtai, Miklós","5253","1982-02-14",0,"1962-11-24","1970-11-28","Demotion","No Punishment","Kadar","Chemist",8.01643835616438,"MKP/MSzMP"
"267","Hungary","1947-02-25","1990-04-08","Politburo","Apró, Antal","4788","1994-12-09",0,"1947-02-25","1953-06-28","Demotion","No Punishment","Rakosi","House painter",6.34246575342466,"MKP/MSzMP"
"268","Hungary","1947-02-25","1990-04-08","Politburo","Apró, Antal","4788","1994-12-09",0,"1953-10-03","1956-10-31","Demotion","No Punishment","Nagy","House painter",3.07945205479452,"MKP/MSzMP"
"269","Hungary","1947-02-25","1990-04-08","Politburo","Apró, Antal","4788","1994-12-09",0,"1957-06-29","1980-03-27","Resignation","No Punishment","Kadar","House painter",22.758904109589,"MKP/MSzMP"
"270","Hungary","1947-02-25","1990-04-08","Politburo","Bata, István","3717","1982-08-17",0,"1951-03-01","1956-10-24","Expulsion","No Punishment","Nagy","Tram conductor",5.65479452054795,"MKP/MSzMP"
"271","Hungary","1947-02-25","1990-04-08","Politburo","Benke, Valéria","7483","2009-06-07",1,"1951-03-01","1956-10-31","Demotion","No Punishment","Nagy","Teacher",5.67397260273973,"MKP/MSzMP"
"272","Hungary","1947-02-25","1990-04-08","Politburo","Benke, Valéria","7483","2009-06-07",1,"1970-11-28","1985-03-28","Demotion","No Punishment","Kadar","Teacher",14.3397260273973,"MKP/MSzMP"
"273","Hungary","1947-02-25","1990-04-08","Politburo","Berecz, János","11219",NA,0,"1987-06-23","1989-04-12","Resignation","No Punishment","Grosz","Party functionary",1.80547945205479,"MKP/MSzMP"
"274","Hungary","1947-02-25","1990-04-08","Politburo","Biszku, Béla","7927","2016-03-31",0,"1957-06-29","1980-03-27","Resignation","No Punishment","Kadar","Metalworker",22.758904109589,"MKP/MSzMP"
"275","Hungary","1947-02-25","1990-04-08","Politburo","Brutyó, János","4342","1987-01-10",0,"1962-11-24","1966-12-03","Resignation","No Punishment","Kadar","Carpenter",4.02739726027397,"MKP/MSzMP"
"276","Hungary","1947-02-25","1990-04-08","Politburo","Brutyó, János","4342","1987-01-10",0,"1982-01-24","1987-01-10","Resignation","No Punishment","Kadar","Carpenter",4.96438356164384,"MKP/MSzMP"
"277","Hungary","1947-02-25","1990-04-08","Politburo","Csehák, Judit","14626",NA,1,"1987-01-23","1989-04-12","Resignation","No Punishment","Grosz","Physician",2.21917808219178,"MKP/MSzMP"
"278","Hungary","1947-02-25","1990-04-08","Politburo","Cseterki, Lajos","7973","1983-04-22",0,"1962-11-24","1966-12-03","Demotion","No Punishment","Kadar","Teacher",4.02739726027397,"MKP/MSzMP"
"279","Hungary","1947-02-25","1990-04-08","Politburo","Czinege, Lajos","8850","1998-05-10",0,"1961-09-12","1970-11-28","Demotion","No Punishment","Kadar","Teacher",9.21643835616438,"MKP/MSzMP"
"280","Hungary","1947-02-25","1990-04-08","Politburo","Dénes, István","8489","2005-12-18",0,"1951-03-02","1953-06-28","Demotion","No Punishment","Rakosi",NA,2.32602739726027,"MKP/MSzMP"
"281","Hungary","1947-02-25","1990-04-08","Politburo","Farkas, Mihály","1661","1965-12-05",0,"1947-02-25","1953-06-28","Demotion","No Punishment","Rakosi","Party functionary",6.34246575342466,"MKP/MSzMP"
"282","Hungary","1947-02-25","1990-04-08","Politburo","Farkas, Mihály","1661","1965-12-05",0,"1953-08-12","1955-04-14","Expulsion","Incarceration","Rakosi","Party functionary",1.67123287671233,"MKP/MSzMP"
"283","Hungary","1947-02-25","1990-04-08","Politburo","Fehér, Lajos","6559","1981-11-01",0,"1957-06-29","1975-03-22","Demotion","No Punishment","Kadar","Journalist",17.7397260273973,"MKP/MSzMP"
"284","Hungary","1947-02-25","1990-04-08","Politburo","Fock, Jenö","5982","2001-05-22",0,"1957-06-29","1980-03-27","Resignation","No Punishment","Kadar","Factory worker",22.758904109589,"MKP/MSzMP"
"285","Hungary","1947-02-25","1990-04-08","Politburo","Foldvári, Rudolf","7811",NA,0,"1953-06-28","1954-05-30","Demotion","No Punishment","Rakosi","Fitter",0.920547945205479,"MKP/MSzMP"
"286","Hungary","1947-02-25","1990-04-08","Politburo","Gáspár, Sándor","6315","2002-04-16",0,"1956-06-18","1956-10-31","Expulsion","No Punishment","Nagy","Mechanic",0.36986301369863,"MKP/MSzMP"
"287","Hungary","1947-02-25","1990-04-08","Politburo","Gáspár, Sándor","6315","2002-04-16",0,"1959-12-05","1988-05-22","Demotion","No Punishment","Grosz","Mechanic",28.4821917808219,"MKP/MSzMP"
"288","Hungary","1947-02-25","1990-04-08","Politburo","Gerö, Ernö","7/8/1898","1980-03-12",0,"1947-02-25","1956-10-25","Resignation","No Punishment","Nagy","Party functionary",9.67123287671233,"MKP/MSzMP"
"289","Hungary","1947-02-25","1990-04-08","Politburo","Grósz, Károly","11171","1996-01-07",0,"1985-03-28","1989-10-07","Regime Change",NA,"Grosz","Party functionary",4.53150684931507,"MKP/MSzMP"
"290","Hungary","1947-02-25","1990-04-08","Politburo","Hámori, Csaba","17859",NA,0,"1985-03-28","1989-10-07","Regime Change",NA,"Grosz","University professor",4.53150684931507,"MKP/MSzMP"
"291","Hungary","1947-02-25","1990-04-08","Politburo","Harustyák, József","9/17/1894","1970-12-14",0,"1948-06-15","1953-06-28","Demotion","No Punishment","Rakosi","Carriage driver",5.03835616438356,"MKP/MSzMP"
"292","Hungary","1947-02-25","1990-04-08","Politburo","Havasi, Ferenc","10644","1993-06-03",0,"1980-03-27","1988-05-22","Resignation","No Punishment","Grosz","Construction worker",8.15890410958904,"MKP/MSzMP"
"293","Hungary","1947-02-25","1990-04-08","Politburo","Házi, Árpád","3186","1970-11-13",0,"1951-11-30","1953-06-29","Demotion","No Punishment","Rakosi","Tailor",1.58082191780822,"MKP/MSzMP"
"294","Hungary","1947-02-25","1990-04-08","Politburo","Hegedüs, András","8340","1999-10-23",0,"1951-03-02","1956-10-31","Expulsion","No Punishment","Nagy","Sociologist",5.67123287671233,"MKP/MSzMP"
"295","Hungary","1947-02-25","1990-04-08","Politburo","Hidas, István","6847","2002-01-13",0,"1951-03-02","1956-10-24","Demotion","No Punishment","Nagy","Ironworker",5.65205479452055,"MKP/MSzMP"
"296","Hungary","1947-02-25","1990-04-08","Politburo","Horváth, Márton","2473","1987-06-07",0,"1947-02-25","1953-06-28","Demotion","No Punishment","Rakosi","Newspaper editor",6.34246575342466,"MKP/MSzMP"
"297","Hungary","1947-02-25","1990-04-08","Politburo","Huszár, István","10058","2010-09-11",0,"1975-07-02","1980-03-27","Demotion","No Punishment","Kadar","University professor",4.73972602739726,"MKP/MSzMP"
"298","Hungary","1947-02-25","1990-04-08","Politburo","Ilku, Pál","4665","1973-07-13",0,"1962-11-24","1970-11-28","Demotion","No Punishment","Kadar","Teacher",8.01643835616438,"MKP/MSzMP"
"299","Hungary","1947-02-25","1990-04-08","Politburo","Iványi, Pál","15578",NA,0,"1988-05-22","1989-10-07","Regime Change",NA,"Grosz","Research engineer",1.37808219178082,"MKP/MSzMP"
"300","Hungary","1947-02-25","1990-04-08","Politburo","Jassó, Mihály","13291",NA,0,"1989-04-12","1989-10-07","Regime Change",NA,"Grosz","Teacher",0.487671232876712,"MKP/MSzMP"
"301","Hungary","1947-02-25","1990-04-08","Politburo","Kádár, János","4530","1989-07-06",0,"1947-02-25","1951-05-22","Expulsion","Incarceration","Rakosi","Typewriter mechanic",4.23835616438356,"MKP/MSzMP"
"302","Hungary","1947-02-25","1990-04-08","Politburo","Kádár, János","4530","1989-07-06",0,"1956-07-18","1956-10-31","Demotion","No Punishment","Nagy","Typewriter mechanic",0.287671232876712,"MKP/MSzMP"
"303","Hungary","1947-02-25","1990-04-08","Politburo","Kádár, János","4530","1989-07-06",0,"1957-06-29","1988-05-22","Resignation","No Punishment","Grosz","Typewriter mechanic",30.9178082191781,"MKP/MSzMP"
"304","Hungary","1947-02-25","1990-04-08","Politburo","Kállai, Gyula","3805","1996-03-12",0,"1956-10-24","1956-10-31","Expulsion","No Punishment","Nagy","Journalist",0.0191780821917808,"MKP/MSzMP"
"305","Hungary","1947-02-25","1990-04-08","Politburo","Kállai, Gyula","3805","1996-03-12",0,"1957-06-29","1975-03-22","Resignation","No Punishment","Kadar","Journalist",17.7397260273973,"MKP/MSzMP"
"306","Hungary","1947-02-25","1990-04-08","Politburo","Kiss, Károly","1363","1983-12-04",0,"1951-03-02","1953-06-28","Expulsion","No Punishment","Rakosi","Leatherworker",2.32602739726027,"MKP/MSzMP"
"307","Hungary","1947-02-25","1990-04-08","Politburo","Kiss, Károly","1363","1983-12-04",0,"1956-07-18","1956-10-31","Demotion","No Punishment","Nagy","Leatherworker",0.287671232876712,"MKP/MSzMP"
"308","Hungary","1947-02-25","1990-04-08","Politburo","Kiss, Károly","1363","1983-12-04",0,"1957-06-29","1962-08-16","Resignation","No Punishment","Kadar","Leatherworker",5.13424657534247,"MKP/MSzMP"
"309","Hungary","1947-02-25","1990-04-08","Politburo","Köböl, József","3630","2000-05-08",0,"1956-10-24","1956-10-31","Expulsion","No Punishment","Nagy","Carpenter",0.0191780821917808,"MKP/MSzMP"
"310","Hungary","1947-02-25","1990-04-08","Politburo","Komócsin, Zoltán","8509","1974-05-28",0,"1959-06-29","1974-05-28","Death",NA,"Kadar","Shop manager",14.9232876712329,"MKP/MSzMP"
"311","Hungary","1947-02-25","1990-04-08","Politburo","Korom, Mihály","10144","1993-10-03",0,"1980-03-27","1985-03-28","Resignation","No Punishment","Kadar","Jurist",5.00547945205479,"MKP/MSzMP"
"312","Hungary","1947-02-25","1990-04-08","Politburo","Kossa, István","1552","1965-04-09",0,"1947-02-25","1950-04-25","Demotion","No Punishment","Rakosi","Tram conductor",3.16438356164384,"MKP/MSzMP"
"313","Hungary","1947-02-25","1990-04-08","Politburo","Kovács, István","4315","2011-12-23",0,"1947-02-25","1953-02-26","Demotion","No Punishment","Rakosi","Upholsterer",6.00821917808219,"MKP/MSzMP"
"314","Hungary","1947-02-25","1990-04-08","Politburo","Kovács, István","4315","2011-12-23",0,"1955-04-14","1956-10-24","Demotion","No Punishment","Nagy","Upholsterer",1.53150684931507,"MKP/MSzMP"
"315","Hungary","1947-02-25","1990-04-08","Politburo","Kristóf, István","4610","1979-07-17",0,"1951-03-02","1954-05-30","Demotion","No Punishment","Rakosi","Shoemaker",3.24657534246575,"MKP/MSzMP"
"316","Hungary","1947-02-25","1990-04-08","Politburo","Lázár, György","9025","2014-10-02",0,"1975-03-22","1988-05-22","Demotion","No Punishment","Grosz","Draftsman",13.1780821917808,"MKP/MSzMP"
"317","Hungary","1947-02-25","1990-04-08","Politburo","Losonczy, Géza","6335","1957-12-21",0,"1956-10-24","1956-11-04","Expulsion","Incarceration","Kadar","Journalist",0.0301369863013699,"MKP/MSzMP"
"318","Hungary","1947-02-25","1990-04-08","Politburo","Losonczi, Pál","7201","2005-03-28",0,"1975-07-02","1987-06-23","Resignation","No Punishment","Kadar","Agronomist",11.9835616438356,"MKP/MSzMP"
"319","Hungary","1947-02-25","1990-04-08","Politburo","Lukács, György","4/13/1885","1971-06-04",0,"1956-10-30","1956-11-04","Expulsion","Incarceration","Kadar","Philosopher",0.0136986301369863,"MKP/MSzMP"
"320","Hungary","1947-02-25","1990-04-08","Politburo","Lukács, János","12813",NA,0,"1988-05-22","1989-04-12","Resignation","No Punishment","Grosz","Mason",0.89041095890411,"MKP/MSzMP"
"321","Hungary","1947-02-25","1990-04-08","Politburo","Marosán, György","3058","1992-12-20",0,"1948-06-15","1950-08-16","Expulsion","Incarceration","Rakosi","Baker",2.16986301369863,"MKP/MSzMP"
"322","Hungary","1947-02-25","1990-04-08","Politburo","Marosán, György","3058","1992-12-20",0,"1956-07-18","1956-10-21","Demotion","No Punishment","Nagy","Baker",0.26027397260274,"MKP/MSzMP"
"323","Hungary","1947-02-25","1990-04-08","Politburo","Marosán, György","3058","1992-12-20",0,"1957-06-29","1962-10-12","Expulsion","No Punishment","Kadar","Baker",5.29041095890411,"MKP/MSzMP"
"324","Hungary","1947-02-25","1990-04-08","Politburo","Maróthy, László","15700",NA,0,"1975-03-22","1988-05-22","Demotion","No Punishment","Grosz","Party functionary",13.1780821917808,"MKP/MSzMP"
"325","Hungary","1947-02-25","1990-04-08","Politburo","Méhes, Lajos","10066","2002-11-17",0,"1980-03-27","1985-03-28","Resignation","No Punishment","Kadar","Party functionary",5.00547945205479,"MKP/MSzMP"
"326","Hungary","1947-02-25","1990-04-08","Politburo","Mekis, József","3722","1984-02-11",0,"1954-05-30","1956-10-24","Demotion","No Punishment","Nagy","Metal lathe operator",2.40547945205479,"MKP/MSzMP"
"327","Hungary","1947-02-25","1990-04-08","Politburo","Münnich, Ferenc","11/18/1886","1967-11-29",0,"1957-06-29","1966-12-03","Resignation","No Punishment","Kadar","Lawyer",9.43561643835617,"MKP/MSzMP"
"328","Hungary","1947-02-25","1990-04-08","Politburo","Nagy, Imre","6/7/1896","1958-06-16",0,"1951-03-02","1955-04-14","Expulsion","No Punishment","Rakosi","Clerk",4.12054794520548,"MKP/MSzMP"
"329","Hungary","1947-02-25","1990-04-08","Politburo","Nagy, Imre","6/7/1896","1958-06-16",0,"1956-10-24","1956-11-04","Expulsion","Execution","Kadar","Clerk",0.0301369863013699,"MKP/MSzMP"
"330","Hungary","1947-02-25","1990-04-08","Politburo","Nemes, Dezsö","3172","1985-03-30",0,"1957-06-29","1980-03-27","Demotion","No Punishment","Kadar","Upholsterer",22.758904109589,"MKP/MSzMP"
"331","Hungary","1947-02-25","1990-04-08","Politburo","Németh, Károly","8384","2008-03-12",0,"1966-12-03","1988-05-22","Demotion","No Punishment","Grosz","Butcher",21.4821917808219,"MKP/MSzMP"
"332","Hungary","1947-02-25","1990-04-08","Politburo","Németh, Miklós","17556",NA,0,"1988-05-22","1989-10-07","Regime Change",NA,"Grosz","Economist",1.37808219178082,"MKP/MSzMP"
"333","Hungary","1947-02-25","1990-04-08","Politburo","Nyers, Rezsö","8481","2018-06-22",0,"1966-12-03","1975-03-22","Resignation","No Punishment","Kadar","Printer",8.3041095890411,"MKP/MSzMP"
"334","Hungary","1947-02-25","1990-04-08","Politburo","Nyers, Rezsö","8481","2018-06-22",0,"1988-05-22","1989-10-07","Regime Change",NA,"Grosz","Printer",1.37808219178082,"MKP/MSzMP"
"335","Hungary","1947-02-25","1990-04-08","Politburo","Ovári, Miklós","9368","2003-05-10",0,"1975-03-22","1988-05-22","Demotion","No Punishment","Grosz","Teacher",13.1780821917808,"MKP/MSzMP"
"336","Hungary","1947-02-25","1990-04-08","Politburo","Piros, László","6360","2006-01-12",0,"1950-05-31","1953-06-28","Demotion","No Punishment","Rakosi","Butcher",3.07945205479452,"MKP/MSzMP"
"337","Hungary","1947-02-25","1990-04-08","Politburo","Piros, László","6360","2006-01-12",0,"1955-04-14","1956-10-24","Demotion","No Punishment","Nagy","Butcher",1.53150684931507,"MKP/MSzMP"
"338","Hungary","1947-02-25","1990-04-08","Politburo","Pozsgay, Imre","12384","2016-03-25",0,"1988-05-22","1989-10-07","Regime Change",NA,"Grosz","Party functionary",1.37808219178082,"MKP/MSzMP"
"339","Hungary","1947-02-25","1990-04-08","Politburo","Rajk, László","3355","1949-10-15",0,"1947-02-25","1949-06-11","Expulsion","Execution","Rakosi","Building worker",2.29315068493151,"MKP/MSzMP"
"340","Hungary","1947-02-25","1990-04-08","Politburo","Rakosi, Mátyás","3/9/1892","1971-02-05",0,"1947-02-25","1956-07-18","Resignation","No Punishment","Gero","Party functionary",9.4,"MKP/MSzMP"
"341","Hungary","1947-02-25","1990-04-08","Politburo","Révai, József","10/12/1898","1959-08-04",0,"1947-02-25","1953-06-28","Demotion","No Punishment","Rakosi","Newspaper editor",6.34246575342466,"MKP/MSzMP"
"342","Hungary","1947-02-25","1990-04-08","Politburo","Révai, József","10/12/1898","1959-08-04",0,"1956-07-18","1956-10-24","Demotion",NA,"Nagy","Newspaper editor",0.268493150684932,"MKP/MSzMP"
"343","Hungary","1947-02-25","1990-04-08","Politburo","Rónai, Sándor","10/6/1892","1965-09-28",0,"1947-02-25","1953-06-28","Demotion","No Punishment","Rakosi","Construction worker",6.34246575342466,"MKP/MSzMP"
"344","Hungary","1947-02-25","1990-04-08","Politburo","Rónai, Sándor","10/6/1892","1965-09-28",0,"1956-07-18","1956-10-31","Expulsion","No Punishment","Nagy","Construction worker",0.287671232876712,"MKP/MSzMP"
"345","Hungary","1947-02-25","1990-04-08","Politburo","Rónai, Sándor","10/6/1892","1965-09-28",0,"1957-06-29","1965-09-28","Death",NA,"Kadar","Construction worker",8.25479452054794,"MKP/MSzMP"
"346","Hungary","1947-02-25","1990-04-08","Politburo","Sarlós, István","7974","2006-06-19",0,"1975-03-22","1987-06-23","Resignation","No Punishment","Kadar","Journalist",12.2630136986301,"MKP/MSzMP"
"347","Hungary","1947-02-25","1990-04-08","Politburo","Somogyi, Milkós","9/14/1896","1980-12-28",0,"1957-06-29","1966-12-03","Resignation","No Punishment","Kadar","Construction worker",9.43561643835617,"MKP/MSzMP"
"348","Hungary","1947-02-25","1990-04-08","Politburo","Szabó, István","9070",NA,0,"1985-03-28","1989-04-12","Resignation","No Punishment","Grosz","Agronomist",4.04383561643836,"MKP/MSzMP"
"349","Hungary","1947-02-25","1990-04-08","Politburo","Szali, Béla","8243","2008-09-18",0,"1953-06-28","1956-10-24","Demotion","No Punishment","Nagy","Accountant",3.32602739726027,"MKP/MSzMP"
"350","Hungary","1947-02-25","1990-04-08","Politburo","Szántó, Zoltán","12/17/1893","1977-03-26",0,"1956-10-24","1956-11-04","Expulsion","Incarceration","Kadar","Carpenter",0.0301369863013699,"MKP/MSzMP"
"351","Hungary","1947-02-25","1990-04-08","Politburo","Szirmai, István","2295","1969-09-29",0,"1959-12-05","1969-09-29","Death",NA,"Kadar","Clerk",9.82465753424658,"MKP/MSzMP"
"352","Hungary","1947-02-25","1990-04-08","Politburo","Szobek, András","12/18/1894","1986-12-03",0,"1947-02-25","1948-06-14","Demotion","No Punishment","Rakosi","Construction worker",1.3013698630137,"MKP/MSzMP"
"353","Hungary","1947-02-25","1990-04-08","Politburo","Tatai, Ilona","12803",NA,1,"1988-05-22","1989-10-07","Regime Change",NA,"Grosz","Chemist",1.37808219178082,"MKP/MSzMP"
