"","STATE","REG_START","REG_END","REG_REINST","ELITE_NAME","ELITE_BIRTHDATE","ELITE_DEATHDATE","ELITE_FEMALE","ELITE_REENTER","ELITE_REEXIT","ELITE_EXITTYPE","ELITE_EXITFATE","ELITE_EXITLEADER","ELITE_OCCUPATION","ELITE_RETENURE","REG_PARTY"
"1","Algeria","1992-01-14","2019-04-02","High Committee of State","Boudiaf, Mohamed","1919-06-23","1992-06-29",0,"1992-01-14","1992-06-29","Death - Assassination",NA,"Boudiaf","Party Functionary",0.457534246575342,NA
"2","Algeria","1992-01-14","2019-04-02","High Committee of State","Kafi, Ali","1928-10-07","2013-04-16",0,"1992-01-14","1994-01-31","Ruling Institution Change","OK","Kafi","Soldier",2.04931506849315,NA
"3","Algeria","1992-01-14","2019-04-02","High Committee of State","Malek, Redha","1931-12-21","2017-07-29",0,"1992-07-02","1994-01-31","Ruling Institution Change","OK","Kafi","Ambassador",1.58356164383562,NA
"4","Algeria","1992-01-14","2019-04-02","High Committee of State","Nezzar, Khaled","1937-12-25",NA,0,"1992-01-14","1994-01-31","Ruling Institution Change","OK","Kafi","Soldier",2.04931506849315,NA
"5","Algeria","1992-01-14","2019-04-02","High Committee of State","Haroun, Ali","1927-02-08",NA,0,"1992-01-14","1994-01-31","Ruling Institution Change","OK","Kafi","Lawyer",2.04931506849315,NA
"6","Algeria","1992-01-14","2019-04-02","High Committee of State","Haddam, Tedjini","1921-01-11","2000-03-20",0,"1992-01-14","1994-01-31","Ruling Institution Change","OK","Kafi","Medical Doctor",2.04931506849315,NA
"7","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Videla, Jorge","1925-08-02","2013-05-17",0,"1976-03-24","1981-03-29","Expulsion","No Punishment","Viola","Army officer",5.01643835616438,NA
"8","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Viola, Roberto","1924-10-13","1994-09-30",0,"1978-07-31","1981-12-10","Resignation","No Punishment","Galtieri","Army officer",3.36438356164384,NA
"9","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Galtieri, Leopoldo","1926-07-15","2003-01-12",0,"1979-12-28","1982-06-18","Resignation","No Punishment","Bignone","Army officer",2.47397260273973,NA
"10","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Nicolaides, Cristino","1925-01-02","2011-01-22",0,"1982-06-18","1983-12-10","Regime Change",".",".","Army officer",1.47945205479452,NA
"11","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Agosti, Orlando","1924-08-22","1997-10-06",0,"1976-03-24","1979-01-25","Resignation","No Punishment","Videla","Air Force officer",2.84109589041096,NA
"12","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Graffigna, Omar","1926-04-02","2019-12-09",0,"1979-01-25","1981-12-17","Resignation","No Punishment","Galtieri","Air Force officer",2.8958904109589,NA
"13","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Lami Dozo, Basilio","1929-02-01","2017-02-01",0,"1981-12-17","1982-08-17","Resignation","No Punishment","Bignone","Air Force officer",0.665753424657534,NA
"14","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Hughes, Augusto Jorge","1931-07-01","1993-07-01",0,"1982-08-17","1983-12-10","Regime Change",".",".","Air Force officer",1.31506849315068,NA
"15","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Massera, Emilio","1925-10-19","2010-11-08",0,"1976-03-24","1978-09-15","Resignation","No Punishment","Videla","Naval officer",2.47945205479452,NA
"16","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Lambruschini, Armanda","1924-06-15","2004-08-15",0,"1978-09-15","1981-09-11","Resignation","No Punishment","Viola","Naval officer",2.99178082191781,NA
"17","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Anaya, Jorge","1926-09-27","2008-01-09",0,"1981-09-11","1982-10-01","Resignation","No Punishment","Bignone","Naval officer",1.05479452054795,NA
"18","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Franco, Ruben","1927-08-08",NA,0,"1982-10-01","1983-12-05","Regime Change",".",".","Naval officer",1.17808219178082,NA
"19","Argentina","1976-03-24","1983-10-30","Junta Militar de Gobierno","Bignone, Reynaldo","1928-01-21","2018-03-07",0,"1982-07-01","1983-12-10","Regime Change",".",".","Army officer",1.44383561643836,NA
"20","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","Aramburu, Pedro Eugenio","1237","1970-06-01",0,"1955-11-13","1958-05-01","Regime Change",NA,NA,"Army officer",2.46575342465753,NA
"21","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","Ossorio Arana, Arturo","1043","1967-12-06",0,"1955-11-09","1957-05-17","Resignation","No Punishment","Aramburu","Army officer",1.52054794520548,NA
"22","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","Majó, Victor Jaime","9/20/1881","1959-03-08",0,"1957-05-20","1958-05-01","Regime Change",NA,NA,"Army officer",0.947945205479452,NA
"23","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","Rojas, Isaac","2529","1993-04-13",0,"1955-09-21","1958-05-01","Regime Change",NA,NA,"Naval officer",2.61095890410959,NA
"24","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","Hartung, Teodoro","257","1969-11-03",0,"1955-09-23","1958-05-01","Regime Change",NA,NA,"Naval officer",2.60547945205479,NA
"25","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","Abrahín, Ramón Amado","5206","2001-10-16",0,"1955-09-24","1956-01-04","Resignation","No Punishment","Aramburu","Air Force Officer",0.279452054794521,NA
"26","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","Krause, Julio César","6176","2007-06-01",0,"1956-01-04","1957-04-02","Resignation","No Punishment","Aramburu","Air Force Officer",1.24383561643836,NA
"27","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","McLoughlin, Eduardo F.","6708","1998-01-09",0,"1957-04-02","1957-08-07","Resignation","No Punishment","Aramburu","Air Force Officer",0.347945205479452,NA
"28","Argentina","1955-09-16","1968-02-23","Consejo Militar Revolucionario","Landaburu Horacio","7378","1978-12-08",0,"1957-08-07","1958-05-01","Regime Change",NA,NA,"Air Force Officer",0.731506849315068,NA
"29","Argentina","1966-06-28","1973-03-11","Revolutionary Board","Gnavi, ADM Pedro Alberto Jose","1917-07-01","1990-07-01",0,"1970-06-14","1972-01-03","Resignation","OK","Lanusse","Naval officer",1.55616438356164,NA
"30","Argentina","1966-06-28","1973-03-11","Revolutionary Board","Lanusse, LTG Alejandro Augustin","1918-08-28","1996-08-26",0,"1970-06-14","1973-03-11","Regime Change",".",".","Army officer",2.74246575342466,NA
"31","Argentina","1966-06-28","1973-03-11","Revolutionary Board","Rey, BG Carlos Alberto","1922-01-04","2017-05-29",0,"1970-06-14","1973-03-11","Regime Change",".",".","Air Force officer",2.74246575342466,NA
"32","Argentina","1966-06-28","1973-03-11","Revolutionary Board","Levingston, BG Roberto Marcelo","1920-01-10","2015-06-17",0,"1970-06-14","1971-03-22","Expulsion","OK","Lanusse","Army officer",0.76986301369863,NA
"33","Argentina","1966-06-28","1973-03-11","Revolutionary Board","Coda, ADM Carlos Guido Natal","1918-12-24","2004-12-14",0,"1972-01-03","1973-03-11","Regime Change",".",".","Naval officer",1.18630136986301,NA
"34","Cambodia","1975-04-17","1979-01-07","Standing Committee","Leng Sary","1925-10-24","2013-03-14",0,"1975-04-17","1979-01-07",NA,NA,NA,"Teacher",3.72876712328767,"Communist Party of Kampuchea (CPK)"
"35","Cambodia","1975-04-17","1979-01-07","Standing Committee","Ke Pauk (Vin)","1934-07-01","2002-02-15",0,"1977-04-11","1979-01-07",NA,NA,NA,"Party functionary",1.74246575342466,"Communist Party of Kampuchea (CPK)"
"36","Cambodia","1975-04-17","1979-01-07","Standing Committee","Khieu Samphan","1931-07-27",NA,0,"1975-04-17","1979-01-07",NA,NA,NA,"Teacher",3.72876712328767,"Communist Party of Kampuchea (CPK)"
"37","Cambodia","1975-04-17","1979-01-07","Standing Committee","Moul Sambath (Nhim Ros, Sombat)",NA,"1978-06-11",0,"1975-04-17","1978-06-11",NA,NA,"Pol Pot","Soldier",3.15342465753425,"Communist Party of Kampuchea (CPK)"
"38","Cambodia","1975-04-17","1979-01-07","Standing Committee","Noun Chea","1926-07-07",NA,0,"1975-04-17","1979-01-07",NA,NA,NA,"Party functionary",3.72876712328767,"Communist Party of Kampuchea (CPK)"
"39","Cambodia","1975-04-17","1979-01-07","Standing Committee","Pol Pot (Saloth Sar)","1925-05-19","1998-04-15",0,"1975-04-17","1979-01-07",NA,NA,NA,"Teacher",3.72876712328767,"Communist Party of Kampuchea (CPK)"
"40","Cambodia","1975-04-17","1979-01-07","Standing Committee","So Phim (Vanna, Yan)","1925-07-01","1978-06-03",0,"1975-04-17","1978-06-03",NA,NA,"Pol Pot","Soldier",3.13150684931507,"Communist Party of Kampuchea (CPK)"
"41","Cambodia","1975-04-17","1979-01-07","Standing Committee","Son Sen","1930-06-12","1997-06-15",0,"1975-04-17","1979-01-07",NA,NA,NA,"Teacher",3.72876712328767,"Communist Party of Kampuchea (CPK)"
"42","Cambodia","1975-04-17","1979-01-07","Standing Committee","Ta Mok (Ek/Oeung Choeun)","1925-07-01","2006-07-21",0,"1975-04-17","1979-01-07",NA,NA,NA,"Religious teacher",3.72876712328767,"Communist Party of Kampuchea (CPK)"
"43","Cambodia","1975-04-17","1979-01-07","Standing Committee","Vorn Veth (Penh/Sok Thuok)","1931-07-01","1978-11-02",0,"1975-04-17","1978-11-02",NA,NA,"Pol Pot","Party functionary",3.54794520547945,"Communist Party of Kampuchea (CPK)"
"44","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Benavides, César","1912-03-12","2011-03-25",0,"1981-03-11","1985-12-01","Resignation","No punishment","Pinochet","Soldier",4.72876712328767,NA
"45","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Busch, Jorge Martínez","1936-09-13","2011-10-14",0,"1990-03-08","1990-03-11","Regime Change",NA,NA,"Soldier",0.00821917808219178,NA
"46","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Canessa, Julio","1925-03-19","2015-01-24",0,"1985-12-01","1987-01-01","Resignation","No punishment","Pinochet","Soldier",1.08493150684932,NA
"47","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Gordon, Humberto","1927-09-21","2000-06-15",0,"1987-01-01","1988-11-30","Resignation","No Punishment","Pinochet","Soldier",1.91506849315068,NA
"48","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Leigh, Gustavo","1920-09-19","1999-09-29",0,"1973-09-11","1978-07-24","Expulsion","No Punishment","Pinochet","Soldier",4.86849315068493,NA
"49","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Lucar, Jorge","1934-01-06",NA,0,"1990-01-02","1990-03-11","Regime Change",NA,NA,"Soldier",0.186301369863014,NA
"50","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Matthei, Fernando","1925-07-11","2017-11-19",0,"1978-07-24","1990-03-11","Regime Change",NA,NA,"Soldier",11.6383561643836,NA
"51","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Mendoza, César","1918-09-11","1996-09-13",0,"1973-09-11","1985-08-02","Resignation","No Punishment","Pinochet","Police officer",11.8986301369863,NA
"52","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Merino, José Toribio","1915-12-14","1996-08-30",0,"1973-09-11","1990-03-08","Regime Change",NA,NA,"Soldier",16.4986301369863,NA
"53","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Pinochet, Augusto","1915-11-25","2006-12-10",0,"1973-09-11","1990-03-11","Regime Change",NA,NA,"Soldier",16.5068493150685,NA
"54","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Sinclair, Santiago","1927-12-29",NA,0,"1988-11-30","1990-01-02","Regime Change",NA,NA,"Soldier",1.09041095890411,NA
"55","Chile","1973-09-11","1990-03-11","Junta Militar de Gobierno","Stange, Rodolfo","1925-09-30",NA,0,"1985-08-02","1990-03-11","Regime Change",NA,NA,"Police officer",4.60821917808219,NA
"56","China","1949-01-22",NA,"Politburo Standing Committee","Chen Boda","1672","1989-09-20",0,"1966-08-12","1970-11-16","Expulsion","No Punishment","Mao","Teacher",4.26575342465753,"Communist Party of China (CPC)"
"57","China","1949-01-22",NA,"Politburo Standing Committee","Chen Yun","1991","1995-04-10",0,"1949-01-22","1969-04-28","Demotion","No Punishment","Mao","Union organizer",20.2767123287671,"Communist Party of China (CPC)"
"58","China","1949-01-22",NA,"Politburo Standing Committee","Chen Yun","1991","1995-04-10",0,"1978-12-22","1987-11-02","Resignation","No Punishment","Deng","Union organizer",8.86849315068493,"Communist Party of China (CPC)"
"59","China","1949-01-22",NA,"Politburo Standing Committee","Deng Xiaoping","1696","1997-02-19",0,"1956-09-28","1968-10-31","Expulsion","No Punishment","Mao","Party functionary",12.0986301369863,"Communist Party of China (CPC)"
"60","China","1949-01-22",NA,"Politburo Standing Committee","Deng Xiaoping","1696","1997-02-19",0,"1975-01-10","1976-04-07","Demotion","No Punishment","Mao","Party functionary",1.24109589041096,"Communist Party of China (CPC)"
"61","China","1949-01-22",NA,"Politburo Standing Committee","Deng Xiaoping","1696","1997-02-19",0,"1977-07-21","1987-11-02","Resignation","No Punishment",NA,"Party functionary",10.2904109589041,"Communist Party of China (CPC)"
"62","China","1949-01-22",NA,"Politburo Standing Committee","Dong Biwu","3/5/1886","1975-04-02",0,"1949-01-22","1975-04-02","Death",NA,"Mao","Lawyer",26.2082191780822,"Communist Party of China (CPC)"
"63","China","1949-01-22",NA,"Politburo Standing Committee","Han Zheng","4/?/1954",NA,0,"2017-10-25",NA,NA,NA,NA,"Warehouse worker",NA,"Communist Party of China (CPC)"
"64","China","1949-01-22",NA,"Politburo Standing Committee","He Guoqiang","15980",NA,0,"2007-11-22","2012-11-15","Resignation","No Punishment","Xi","Chemical engineer",4.98630136986301,"Communist Party of China (CPC)"
"65","China","1949-01-22",NA,"Politburo Standing Committee","Hu Jintao","15696",NA,0,"1992-10-19","2012-11-15","Resignation","No Punishment","Xi","Hydroelectric engineer",20.0876712328767,"Communist Party of China (CPC)"
"66","China","1949-01-22",NA,"Politburo Standing Committee","Hu Qili","10/?/1929",NA,0,"1987-11-02","1989-06-23","Expulsion","No Punishment","Jiang","Party functionary",1.64109589041096,"Communist Party of China (CPC)"
"67","China","1949-01-22",NA,"Politburo Standing Committee","Hu Yaobang","5803","1989-04-15",0,"1980-02-29","1987-11-02","Demotion","No Punishment","Deng","Party functionary",7.67945205479452,"Communist Party of China (CPC)"
"68","China","1949-01-22",NA,"Politburo Standing Committee","Hua Guofeng","7718","2008-08-20",0,"1977-08-18","1982-09-12","Demotion","No Punishment","Deng","Party functionary",5.07123287671233,"Communist Party of China (CPC)"
"69","China","1949-01-22",NA,"Politburo Standing Committee","Huang Ju","14151","2007-06-02",0,"2002-11-15","2007-06-02","Death",NA,"Hu","Electrical engineer",4.54794520547945,"Communist Party of China (CPC)"
"70","China","1949-01-22",NA,"Politburo Standing Committee","Jia Qinglin","3/?/1940",NA,0,"2002-11-15","2012-11-15","Resignation","No Punishment","Xi","Mechanical engineer",10.0082191780822,"Communist Party of China (CPC)"
"71","China","1949-01-22",NA,"Politburo Standing Committee","Jiang Zemin","9726",NA,0,"1989-06-24","2002-11-15","Resignation","No Punishment",NA,"Automotive engineer",13.4027397260274,"Communist Party of China (CPC)"
"72","China","1949-01-22",NA,"Politburo Standing Committee","Kang Sheng","?/?/1898","1975-12-16",0,"1966-08-12","1975-12-16","Death",NA,"Mao","Labor organizer",9.35068493150685,"Communist Party of China (CPC)"
"73","China","1949-01-22",NA,"Politburo Standing Committee","Li Changchun","2/?/1944",NA,0,"2002-11-15","2012-11-15","Resignation","No Punishment","Xi","Electrical engineer",10.0082191780822,"Communist Party of China (CPC)"
"74","China","1949-01-22",NA,"Politburo Standing Committee","Li Desheng","5969","2011-05-08",0,"1973-08-30","1975-01-08","Resignation","No Punishment","Mao","Soldier",1.35890410958904,"Communist Party of China (CPC)"
"75","China","1949-01-22",NA,"Politburo Standing Committee","Li Fuchun","143","1975-01-09",0,"1966-08-12","1969-04-28","Demotion","No Punishment","Mao","Party functionary",2.71232876712329,"Communist Party of China (CPC)"
"76","China","1949-01-22",NA,"Politburo Standing Committee","Li Keqiang","20271",NA,0,"2007-11-22",NA,NA,NA,NA,"Academic",NA,"Communist Party of China (CPC)"
"77","China","1949-01-22",NA,"Politburo Standing Committee","Li Lanqing","11831",NA,0,"1997-09-19","2002-11-15","Resignation","No Punishment","Hu","Automotive factory worker",5.15890410958904,"Communist Party of China (CPC)"
"78","China","1949-01-22",NA,"Politburo Standing Committee","Li Peng","10521",NA,0,"1987-11-02","2002-11-15","Resignation","No Punishment","Hu","Hydroelectric engineer",15.0465753424658,"Communist Party of China (CPC)"
"79","China","1949-01-22",NA,"Politburo Standing Committee","Li Ruihuan","12679",NA,0,"1989-06-24","2002-11-15","Resignation","No Punishment","Hu","Carpenter",13.4027397260274,"Communist Party of China (CPC)"
"80","China","1949-01-22",NA,"Politburo Standing Committee","Li Xiannian","3462","1992-06-21",0,"1977-08-08","1987-11-02","Resignation","No Punishment","Deng","Party functionary",10.241095890411,"Communist Party of China (CPC)"
"81","China","1949-01-22",NA,"Politburo Standing Committee","Li Zhanshu","18505",NA,0,"2017-10-25",NA,NA,NA,NA,"Party functionary",NA,"Communist Party of China (CPC)"
"82","China","1949-01-22",NA,"Politburo Standing Committee","Lin Biao","2896","1971-09-13",0,"1955-04-04","1971-09-13","Death",NA,"Mao","Soldier",16.4547945205479,"Communist Party of China (CPC)"
"83","China","1949-01-22",NA,"Politburo Standing Committee","Liu Huaqing","6119","2011-01-14",0,"1992-10-19","1997-09-19","Resignation","No Punishment","Jiang","Naval officer",4.92054794520548,"Communist Party of China (CPC)"
"84","China","1949-01-22",NA,"Politburo Standing Committee","Liu Shaoqi","11/24/1898","1969-11-12",0,"1949-01-22","1968-10-31","Expulsion","Incarceration","Mao","Labor organizer",19.786301369863,"Communist Party of China (CPC)"
"85","China","1949-01-22",NA,"Politburo Standing Committee","Liu Yunshan","7/?/1947",NA,0,"2012-11-15","2017-10-25","Resignation","No Punishment","Xi","Journalist",4.94520547945205,"Communist Party of China (CPC)"
"86","China","1949-01-22",NA,"Politburo Standing Committee","Luo Gan","12983",NA,0,"2002-11-15","2007-11-22","Resignation","No Punishment","Hu","Metallurgical engineer",5.02191780821918,"Communist Party of China (CPC)"
"87","China","1949-01-22",NA,"Politburo Standing Committee","Mao Zedong","12/26/1893","1976-09-09",0,"1949-01-22","1976-09-09","Death",NA,NA,"Teacher",27.6493150684932,"Communist Party of China (CPC)"
"88","China","1949-01-22",NA,"Politburo Standing Committee","Qiao Shi","9125","2015-06-14",0,"1987-11-02","1997-09-09","Resignation","No Punishment","Jiang","Iron and steel worker",9.86027397260274,"Communist Party of China (CPC)"
"89","China","1949-01-22",NA,"Politburo Standing Committee","Ren Bishi","1582","1950-10-27",0,"1949-01-22","1950-10-27","Death",NA,"Mao","Party functionary",1.76164383561644,"Communist Party of China (CPC)"
"90","China","1949-01-22",NA,"Politburo Standing Committee","Song Ping","6324",NA,0,"1989-06-24","1992-10-19","Resignation","No Punishment","Jiang","Party functionary",3.32328767123288,"Communist Party of China (CPC)"
"91","China","1949-01-22",NA,"Politburo Standing Committee","Tao Zhu","2938","1969-11-30",0,"1966-12-08","1967-01-04","Expulsion","Incarceration","Mao","Party functionary",0.073972602739726,"Communist Party of China (CPC)"
"92","China","1949-01-22",NA,"Politburo Standing Committee","Xi Jinping","19525",NA,0,"2007-11-22",NA,NA,NA,NA,"Party functionary",NA,"Communist Party of China (CPC)"
"93","China","1949-01-22",NA,"Politburo Standing Committee","Wang Dongxing","5853","2015-08-21",0,"1977-08-18","1980-02-29","Demotion","No Punishment","Deng","Soldier",2.53424657534247,"Communist Party of China (CPC)"
"94","China","1949-01-22",NA,"Politburo Standing Committee","Wang Hongwen","12/?/1935","1992-08-03",0,"1973-08-30","1976-10-06","Expulsion","Incarceration","Hua","Party functionary",3.1041095890411,"Communist Party of China (CPC)"
"95","China","1949-01-22",NA,"Politburo Standing Committee","Wang Huning","20368",NA,0,"2017-10-25",NA,NA,NA,NA,"Professor of Law",NA,"Communist Party of China (CPC)"
"96","China","1949-01-22",NA,"Politburo Standing Committee","Wang Qishan","17733",NA,0,"2012-11-15","2017-10-25","Resignation","No Punishment","Xi","Historian",4.94520547945205,"Communist Party of China (CPC)"
"97","China","1949-01-22",NA,"Politburo Standing Committee","Wang Yang","20160",NA,0,"2017-10-25",NA,NA,NA,NA,"Factory worker",NA,"Communist Party of China (CPC)"
"98","China","1949-01-22",NA,"Politburo Standing Committee","Wei Jianxing","11325","2015-08-07",0,"1997-09-19","2002-11-15","Resignation","No Punishment","Hu","Industrial worker",5.15890410958904,"Communist Party of China (CPC)"
"99","China","1949-01-22",NA,"Politburo Standing Committee","Wen Jiabao","15599",NA,0,"2002-11-15","2012-11-15","Resignation","No Punishment","Xi","Geologist",10.0082191780822,"Communist Party of China (CPC)"
"100","China","1949-01-22",NA,"Politburo Standing Committee","Wu Bangguo","15169",NA,0,"2002-11-15","2012-11-15","Resignation","No Punishment","Xi","Factory technician",10.0082191780822,"Communist Party of China (CPC)"
"101","China","1949-01-22",NA,"Politburo Standing Committee","Wu Guanzheng","14171",NA,0,"2002-11-15","2007-11-22","Resignation","No Punishment","Hu","Factory technician",5.02191780821918,"Communist Party of China (CPC)"
"102","China","1949-01-22",NA,"Politburo Standing Committee","Yao Yilin","6459","1994-12-11",0,"1987-11-02","1992-10-19","Resignation","No Punishment","Jiang","Party functionary",4.96712328767123,"Communist Party of China (CPC)"
"103","China","1949-01-22",NA,"Politburo Standing Committee","Ye Jianying","4/28/1897","1986-10-22",0,"1973-08-30","1985-09-16","Resignation","No Punishment","Deng","Soldier",12.0547945205479,"Communist Party of China (CPC)"
"104","China","1949-01-22",NA,"Politburo Standing Committee","Yu Zhengsheng","16532",NA,0,"2012-11-15","2017-10-25","Resignation","No Punishment","Xi","Electronics engineer",4.94520547945205,"Communist Party of China (CPC)"
"105","China","1949-01-22",NA,"Politburo Standing Committee","Zeng Qinghong","14456",NA,0,"2002-11-15","2007-11-22","Resignation","No Punishment","Hu","Engineer",5.02191780821918,"Communist Party of China (CPC)"
"106","China","1949-01-22",NA,"Politburo Standing Committee","Zhang Chunqiao","6242","2005-04-21",0,"1973-08-30","1976-10-06","Expulsion","Incarceration","Hua","Journalist",3.1041095890411,"Communist Party of China (CPC)"
"107","China","1949-01-22",NA,"Politburo Standing Committee","Zhang Dejiang","17110",NA,0,"2012-11-15","2017-10-25","Resignation","No Punishment","Xi","Party functionary",4.94520547945205,"Communist Party of China (CPC)"
"108","China","1949-01-22",NA,"Politburo Standing Committee","Zhang Gaoli","11/?/1946",NA,0,"2012-11-15","2017-10-25","Resignation","No Punishment","Xi","Warehouse laborer",4.94520547945205,"Communist Party of China (CPC)"
"109","China","1949-01-22",NA,"Politburo Standing Committee","Zhao Leji","20887",NA,0,"2017-10-15",NA,NA,NA,NA,"Commerce official",NA,"Communist Party of China (CPC)"
"110","China","1949-01-22",NA,"Politburo Standing Committee","Zhao Ziyang","7230","2005-01-17",0,"1980-02-29","1989-06-23","Expulsion","Incarceration","Jiang","Party functionary",9.32054794520548,"Communist Party of China (CPC)"
"111","China","1949-01-22",NA,"Politburo Standing Committee","Zhou Enlai","3/5/1898","1976-01-08",0,"1949-01-22","1976-01-08","Death",NA,"Mao","Party functionary",26.9780821917808,"Communist Party of China (CPC)"
"112","China","1949-01-22",NA,"Politburo Standing Committee","Zhou Yongkang","15678",NA,0,"2007-11-22","2012-11-15","Resignation","No Punishment","Xi","Petroleum engineer",4.98630136986301,"Communist Party of China (CPC)"
"113","China","1949-01-22",NA,"Politburo Standing Committee","Zhu De","12/1/1886","1976-07-06",0,"1949-01-22","1969-04-28","Demotion","No Punishment","Mao","Soldier",20.2767123287671,"Communist Party of China (CPC)"
"114","China","1949-01-22",NA,"Politburo Standing Committee","Zhu De","12/1/1886","1976-07-06",0,"1973-08-30","1976-07-06","Death",NA,"Mao","Soldier",2.85205479452055,"Communist Party of China (CPC)"
"115","China","1949-01-22",NA,"Politburo Standing Committee","Zhu Rongji","10524",NA,0,"1992-10-19","2002-11-15","Resignation","No Punishment","Hu","State planner",10.0794520547945,"Communist Party of China (CPC)"
"116","Colombia","1957-05-10","1958-08-07","Junta Military de Gobierno","Paris Gordillo, Gen. Gabriel","1908-03-08",".",0,"1957-05-10","1958-08-07","Regime Change",".",".","Army officer",1.24383561643836,NA
"117","Colombia","1957-05-10","1958-08-07","Junta Military de Gobierno","Fonseca Espinosa, Gen. Deogracias","1908-03-21",".",0,"1957-05-10","1958-08-07","Regime Change",".",".","Military Police officer",1.24383561643836,NA
"118","Colombia","1957-05-10","1958-08-07","Junta Military de Gobierno","Piedrahita Arango, VADM Ruben","1910-09-05","29089",0,"1957-05-10","1958-08-07","Regime Change",".",".","Naval officer",1.24383561643836,NA
"119","Colombia","1957-05-10","1958-08-07","Junta Military de Gobierno","Navas Pardo, BG Rafael","1908-02-02","33007",0,"1957-05-10","1958-08-07","Regime Change",".",".","Army officer",1.24383561643836,NA
"120","Colombia","1957-05-10","1958-08-07","Junta Military de Gobierno","Ordonez Castillo, BG Luis Ernesto","1914-01-07","33012",0,"1957-05-10","1958-08-07","Regime Change",".",".","Army officer",1.24383561643836,NA
"121","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Blanco Cervantes, Raúl","1903-04-10","1979-05-07",0,"1948-05-08","1949-11-08","Regime Change",NA,NA,"Physician",1.5041095890411,NA
"122","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Cardona Quirós, Edgar","1916-04-18","2001-01-12",0,"1948-05-08","1949-04-02","Expulsion","Incarceration","Figueres Ferrer","Soldier",0.901369863013699,NA
"123","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Facio Segreda, Gonzalo","1918-03-28","2018-01-24",0,"1948-05-08","1949-11-08","Regime Change",NA,NA,"Lawyer",1.5041095890411,NA
"124","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Figueres Ferrer, José","1906-09-25","1990-06-08",0,"1948-05-08","1949-11-08","Regime Change",NA,NA,"Agronomist",1.5041095890411,NA
"125","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Gámez Solano, Uladislao","1909-08-08","2005-01-12",0,"1948-05-08","1949-11-08","Regime Change",NA,NA,"Teacher",1.5041095890411,NA
"126","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Martén Chavarría, Alberto","1909-03-26","2009-12-26",0,"1948-05-08","1949-04-26","Resignation","No Punishment","Figueres Ferrer","Public intellectual",0.967123287671233,NA
"127","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Masís Dibiasi, Bruce","1909-07-01","1956-07-01",0,"1948-05-08","1949-11-08","Regime Change",NA,NA,"Entrepreneur",1.5041095890411,NA
"128","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Núñez Vargas, Benjamín","1915-01-24","1994-09-19",0,"1948-05-08","1949-11-08","Regime Change",NA,NA,"Trade unionist",1.5041095890411,NA
"129","Costa Rica","1948-05-08","1949-11-08","Junta Fundadora","Odio Odio, Benjamín","1908-08-15","1956-11-11",0,"1948-05-08","1949-09-12","Demotion","No Punishment","Figueres Ferrer","Director of National Registry",1.34794520547945,NA
